"Churn","MonthlyCharge","Gender","Age","Income","DeviceProtection","Tenure","Bandwidth_GB_Year","Contacts","Yearly_equip_failure","Item4","Item5","Item6","Item7"
"0","169.9741","0","31","12265.71","0","22.48816","2470.214952","1","1","3","3","4","5"
"0","159.983","1","62","81116.37","1","7.235576","732.5653824","1","0","3","2","3","5"
"0","194.9663","1","29","53936.98","1","19.70995","2592.211229","0","2","4","5","3","3"
"1","162.447","1","72","43187.75","0","7.368353","1379.566758","1","0","2","5","4","2"
"1","172.4885","1","57","52230.66","1","8.334589","1447.593195","1","0","4","3","4","4"
"0","127.4783","1","59","56176.47","0","10.30326","1463.304212","0","0","4","4","4","3"
"0","182.4676","1","32","34304.39","1","10.94068","1326.472227","0","1","4","3","6","3"
"0","129.9621","0","26","20770.05","1","15.49592","2116.26369","0","0","3","4","3","4"
"0","159.9794","0","36","21302.51","1","15.19686","2095.117873","0","0","2","5","4","3"
"0","92.45514","0","36","34235.37","0","14.91488","1851.710555","3","1","3","4","3","2"
"1","184.9496","1","71","6908.55","0","8.710976","1450.84591","1","0","2","6","4","3"
"0","227.4754","0","21","56188.74","1","14.17125","1841.554887","0","0","5","3","4","4"
"1","184.9785","1","51","1779.33","1","16.96026","1796.010353","4","0","5","3","3","4"
"1","139.9349","0","62","11607.82","0","1.616979","962.2206823","1","0","4","4","3","3"
"1","169.9378","1","40","89377.1","0","1.115115","373.4091813","2","0","4","3","4","4"
"0","147.4713","1","32","11098.33","0","17.31427","1735.70733","0","0","3","4","3","4"
"0","130.0064","0","25","104452.6","1","5.013991","952.2685798","0","0","1","5","1","1"
"0","169.9447","0","48","39855.47","0","3.983529","704.9286558","2","0","2","4","3","3"
"0","124.9781","1","49","47053.09","1","25.43027","2198.49291","1","0","6","1","4","4"
"0","152.466","0","72","55691.37","0","20.21413","1932.932484","1","1","5","2","4","5"
"0","149.9621","1","85","8435.92","1","5.911652","769.3159079","1","0","3","3","3","4"
"0","117.4686","0","62","61970.01","0","1.479514","773.2252534","0","0","4","4","1","1"
"1","172.4705","0","63","51518.48","1","1.25577","1083.905096","2","2","4","4","5","3"
"0","167.4847","1","49","54101.82","1","15.85633","2196.848941","0","0","4","5","4","4"
"0","182.4538","1","45","28468.2","0","3.903228","634.6695443","2","2","3","5","3","4"
"0","184.9963","1","55","84724.98","1","14.9206","1652.974278","1","0","5","2","5","3"
"1","184.967","0","58","31936.02","1","12.98383","1551.900975","0","1","4","2","4","3"
"0","137.4978","1","41","19460.56","0","15.09343","1502.957327","0","0","2","4","3","4"
"1","182.4676","1","47","57786.83","1","10.52332","1251.370897","2","0","4","3","3","4"
"1","192.4404","0","41","76658.88","0","2.343134","625.8895244","1","1","2","4","5","3"
"0","147.4738","0","82","2477.91","1","7.91447","831.3672853","0","1","5","3","4","4"
"1","242.6573","1","37","5289.83","1","14.71579","2044.702772","3","1","4","4","3","1"
"0","104.9629","1","81","23156.69","0","8.462764","783.1783931","2","0","2","3","3","4"
"1","174.9882","1","38","35337.11","1","3.319565","1170.139527","0","1","3","3","3","3"
"1","137.4392","0","42","30928.21","0","4.557348","638.0977736","3","0","3","2","6","4"
"0","182.447","0","38","29210.9","0","4.839337","833.2996999","1","0","4","3","4","4"
"1","275.1336","1","79","149968","1","13.48223","1744.354966","0","0","2","3","4","4"
"1","172.4555","0","71","9399.04","0","8.635904","1076.282569","1","0","3","2","4","5"
"1","265.1283","1","79","16970.75","0","11.44954","1537.073388","0","0","2","5","3","2"
"1","270.1604","1","59","45395.08","1","12.51669","2408.542735","1","0","4","3","3","3"
"0","82.49655","1","67","43487.16","0","6.811035","696.2689909","1","0","4","3","3","4"
"0","114.9509","0","61","26699.84","0","12.35438","1653.932692","1","1","4","3","2","4"
"1","212.6415","0","49","49081.51","1","2.224168","1249.968178","1","1","3","4","3","3"
"1","190.1599","1","79","18071.31","0","4.825693","863.4968708","1","1","3","4","3","5"
"0","149.9378","1","19","61510.96","0","11.69113","1722.330381","1","0","5","3","4","3"
"0","194.9581","1","39","126678.4","0","20.25956","2159.414298","3","0","4","3","4","4"
"0","172.4871","1","66","20455.42","1","6.979037","992.6561706","2","1","3","4","3","4"
"0","154.9755","0","37","24844.03","1","19.46465","2574.581362","2","1","5","4","5","4"
"1","265.1283","1","32","58887.16","0","2.415421","981.7181093","0","0","3","4","3","3"
"1","242.6326","0","73","57265.89","0","20.84965","2280.034122","2","1","5","2","4","3"
"1","159.9805","0","35","26190.71","0","3.245848","721.3139824","0","0","4","1","6","6"
"1","262.6106","1","71","3360.57","0","16.53338","2120.151113","1","0","2","5","2","1"
"1","187.6094","1","40","21018.6","0","13.14021","2006.605241","1","0","3","5","3","2"
"1","182.4433","1","65","27147.53","0","4.736816","1069.814443","0","0","3","4","3","2"
"1","257.6513","1","70","55025.02","1","8.839856","1882.174515","3","0","1","6","4","3"
"1","152.5104","0","69","88400.34","1","1.964781","1072.95902","1","0","4","4","5","4"
"0","147.4738","1","87","4464.62","1","11.37064","985.0942314","1","0","2","5","2","3"
"1","174.9581","0","78","13715.57","0","8.761313","1549.953908","0","1","5","2","4","6"
"0","174.9581","1","20","119318.8","0","14.87243","2163.007664","1","0","4","1","3","5"
"1","197.484","0","45","16905.12","1","2.558218","1449.618401","2","0","3","4","5","3"
"1","220.1149","1","27","68836.22","0","7.269016","1670.890036","1","0","4","4","3","2"
"1","217.484","0","27","85712.06","1","1.426775","756.1541962","0","0","1","4","3","4"
"0","222.6792","1","55","105157.2","1","21.31617","2569.290158","0","2","3","5","4","3"
"1","207.6094","0","44","27249.39","0","3.80496","831.3552738","0","0","4","2","4","3"
"0","194.9768","0","22","37622.41","1","12.57306","1614.234523","0","1","2","5","2","2"
"0","169.9378","1","68","23406.73","0","11.76752","1216.01156","1","0","5","2","2","5"
"1","162.4608","0","50","20655.49","1","1.690026","1030.22533","1","0","3","4","4","3"
"1","147.4564","1","30","91961.79","0","4.91638","1258.92066","1","0","4","3","2","4"
"1","159.9476","1","27","17423.53","0","9.873648","1582.882748","1","0","4","3","3","3"
"0","149.9447","1","44","34597.28","0","6.971251","1390.860478","0","1","4","3","1","3"
"1","277.6513","1","75","46745.03","1","2.779089","1017.250159","3","0","3","3","6","5"
"1","139.9979","0","61","5917.37","1","9.112126","1068.365286","0","0","4","3","4","3"
"0","129.9598","1","63","43184.08","0","7.128376","1185.421568","1","2","3","3","4","5"
"0","137.4698","0","21","49614.23","0","3.033303","911.2594992","2","1","3","4","3","4"
"0","159.965","0","34","17736.57","1","3.211508","638.2966688","3","0","1","4","2","2"
"0","169.9928","1","25","50390.91","1","11.88029","1335.552296","5","0","4","4","3","4"
"1","172.4624","0","63","11247.62","0","9.062033","1116.289401","1","2","4","3","3","3"
"1","162.4653","0","37","14828.39","0","7.462849","1452.308983","3","0","4","4","5","4"
"0","112.4551","0","29","86449.72","0","5.951276","849.8471125","0","0","4","5","2","4"
"0","192.4404","0","69","8705.79","0","17.92442","1903.138739","3","2","3","4","3","2"
"0","172.4742","0","18","20724.48","1","11.36049","1547.496008","1","0","4","3","3","4"
"0","137.4392","1","70","40643.06","0","18.44164","1760.029684","1","2","4","3","4","3"
"1","230.1344","1","55","16035.67","0","6.218071","1235.041233","0","0","6","3","4","5"
"1","182.4676","1","70","27967.87","1","14.87149","1532.242102","1","0","3","5","4","6"
"0","245.1457","1","67","39176.98","1","11.94952","1692.14874","1","0","4","1","5","4"
"1","222.6281","0","19","9713.69","1","5.623084","1685.709392","2","0","3","3","4","4"
"1","220.1615","1","29","7458.91","1","7.032789","1378.197785","2","1","4","3","5","5"
"0","192.4705","0","61","18073.63","1","20.80434","2094.027389","0","0","5","4","3","3"
"0","159.965","0","32","27492.15","1","15.15905","1654.594685","2","1","2","5","3","3"
"1","255.1198","1","28","17931.97","0","27.47595","3452.422228","0","1","6","2","4","2"
"1","245.132","0","84","23618.18","0","11.75829","1556.189478","0","0","4","2","4","3"
"0","92.45514","0","25","14790.79","0","3.346632","847.5443814","1","0","4","2","4","4"
"1","182.447","1","80","4289.84","0","10.15472","1048.841947","1","2","5","1","3","3"
"0","207.4673","1","49","11555.49","0","18.85404","1985.001327","0","0","4","4","4","4"
"0","162.4676","1","61","20646.5","1","4.120579","1063.553","0","1","4","4","4","2"
"0","137.5165","1","20","84655.31","1","15.82734","1552.219697","1","1","4","4","4","3"
"1","182.497","0","61","43528.14","1","2.54657","576.7539469","0","0","2","3","3","4"
"0","127.475","0","61","31559.08","0","6.623366","871.6497245","0","0","3","3","5","5"
"1","159.9642","1","75","5025.12","0","10.98445","1267.767102","1","0","2","4","2","3"
"0","139.9678","0","37","13342.18","0","9.710957","1175.07987","0","0","4","4","4","5"
"1","139.9349","1","45","7324.74","0","11.73089","1676.476901","4","0","4","2","3","4"
"0","202.4433","1","25","6650.96","0","12.50526","1674.101146","0","0","4","2","3","3"
"1","187.656","1","88","1404.19","1","12.64925","1542.223736","2","0","4","2","4","3"
"0","149.9447","1","56","55127.57","0","6.580765","1288.736573","1","0","3","3","4","4"
"0","147.4738","0","56","55736.72","1","11.72569","1198.110595","0","1","5","3","4","4"
"1","159.9942","1","18","37552.63","1","17.25428","1861.838695","1","0","2","3","3","4"
"0","117.5015","0","88","22428.12","0","4.143229","558.6380046","2","1","3","4","2","3"
"1","235.1555","1","88","9693.38","1","6.468187","1627.193453","2","1","4","3","4","4"
"0","127.4421","1","39","19745.98","0","4.827032","1061.907795","2","0","2","3","6","4"
"1","137.4684","0","76","47393.32","0","8.032262","975.6560108","1","0","6","2","3","5"
"0","142.5007","1","28","31654.75","1","18.03946","2214.155609","4","1","3","4","4","4"
"1","172.4567","1","64","15719.1","0","4.245048","946.9600501","2","1","4","1","6","4"
"1","212.6415","1","40","102072","1","8.894523","1717.407155","1","0","4","4","2","2"
"1","172.4404","0","87","124493.2","0","2.847771","929.9153923","2","0","3","3","2","3"
"1","240.1149","1","55","40877","0","18.61815","2064.732863","2","1","3","4","4","3"
"0","222.6281","0","21","17217.29","1","6.63265","1761.873779","1","0","3","3","3","3"
"0","129.9598","1","67","7041.99","0","4.351173","1037.103018","2","0","4","3","3","3"
"0","149.9447","0","71","15666.43","0","14.61014","1882.950851","1","0","3","3","5","5"
"1","142.4827","0","63","48167.78","1","4.806626","1162.614265","0","1","5","2","5","4"
"1","242.6435","0","19","3379.82","0","22.13831","2616.565517","0","0","3","4","5","4"
"0","95.01949","0","41","43886.72","1","5.325642","796.4508318","1","0","4","4","5","3"
"0","144.9607","0","24","28683.49","0","10.05766","1151.520457","0","0","5","2","5","5"
"1","240.1149","0","77","111143.1","0","5.140738","904.5618908","1","1","2","6","2","3"
"0","179.9476","0","65","42739.62","0","17.21579","1670.944369","2","0","4","4","2","3"
"0","162.4608","0","42","22986.69","1","4.984488","1295.610833","0","0","3","3","3","3"
"0","114.9658","1","43","35590.37","0","2.414","468.36494","2","0","2","3","4","4"
"0","137.4392","0","61","28963.75","0","24.94225","2246.098296","1","2","2","4","2","2"
"0","172.4441","0","27","12211.88","0","1.887597","628.4063951","0","0","4","4","2","4"
"0","137.4392","1","76","82481.35","0","6.592291","646.3090606","3","0","3","2","4","3"
"1","127.475","1","86","59196.24","0","4.154665","412.7637414","1","1","5","4","3","3"
"1","137.4684","1","77","25859.59","0","10.42248","1028.818406","1","0","3","4","3","2"
"0","104.9643","0","44","13836.46","0","5.65315","1070.918591","0","0","2","4","3","5"
"0","127.4421","1","22","91563.15","0","2.647286","969.8255583","1","1","2","4","3","2"
"0","127.4958","1","67","61117.27","1","10.573","1089.662539","1","1","3","5","3","4"
"0","127.4783","1","58","14656.97","0","10.36378","1471.541306","0","0","4","3","3","3"
"0","192.4885","1","48","81945.11","1","5.814507","795.5471897","1","0","4","2","5","5"
"0","127.4958","0","85","47066.46","1","19.94322","1973.062252","0","1","2","5","2","2"
"0","147.4421","0","83","17786.67","0","12.63051","1225.839629","4","0","3","4","4","3"
"1","182.4676","1","34","22447.98","1","3.988032","758.5059535","0","0","4","4","4","3"
"1","177.6508","1","52","37438.69","0","2.459304","753.8000793","0","1","4","4","5","3"
"1","140.0013","1","69","18370.06","1","5.877819","1060.698386","1","0","3","3","4","3"
"1","114.9658","1","32","11091.57","0","3.850863","560.5940436","2","0","3","2","4","3"
"0","172.5034","1","53","45396.13","1","17.62624","1751.102541","2","1","3","3","1","2"
"1","172.4742","1","83","125288.6","1","2.026825","364.1796625","1","0","5","2","4","5"
"1","182.4538","0","88","47792.78","0","2.735806","537.4400071","3","0","4","4","3","4"
"0","92.45514","1","77","70094.06","0","5.131207","740.9934575","0","1","5","2","5","3"
"0","220.1323","1","82","43447.28","1","11.25684","1386.235112","2","0","4","4","5","4"
"0","114.9509","0","23","21308.46","0","10.52866","1628.925715","2","0","4","3","2","5"
"1","184.9496","0","79","12547.26","0","8.596278","1431.48792","0","1","1","3","4","4"
"1","152.509","0","67","29318.96","1","4.618962","885.8344713","1","0","3","3","3","3"
"1","124.9607","0","26","25502.9","0","5.606293","1193.722344","1","0","3","6","1","2"
"0","149.9913","1","31","88981.56","1","18.67357","1971.643189","0","0","3","3","3","1"
"1","125.0073","1","78","41521.95","1","6.941165","783.5447103","1","0","6","3","4","5"
"1","182.4676","0","78","938.81","1","10.91791","1198.334446","0","1","5","3","3","3"
"0","124.9607","1","58","51755.55","0","7.33513","1117.392471","1","0","3","3","3","3"
"0","124.9643","1","39","23042.88","0","5.062073","666.238562","2","0","3","4","3","3"
"0","104.9923","1","36","98147.26","0","24.79814","2334.936502","1","0","4","4","5","3"
"0","114.9838","1","22","58006.93","0","10.31681","1061.819409","3","2","4","3","3","3"
"1","129.9621","1","40","17275.92","1","2.395742","949.9087685","0","1","2","3","4","4"
"0","124.9607","0","32","44106.66","0","13.70911","1868.762719","0","0","4","2","5","4"
"0","169.9741","1","82","29556.6","0","9.102322","877.6347728","0","0","4","3","4","5"
"1","232.652","0","64","52638.57","0","1.60558","949.8530724","0","0","5","2","4","4"
"0","139.9861","0","22","26998.56","0","26.10713","2616.567484","0","1","2","4","3","1"
"0","207.6094","0","59","11109.83","0","8.450712","1224.407955","1","1","3","4","2","4"
"1","222.6281","0","79","86060.95","1","12.3548","2102.1428","1","1","4","4","3","4"
"0","152.4798","0","41","60646.06","1","4.892174","829.160544","4","1","4","2","3","4"
"1","197.6288","1","50","7826.14","0","2.586551","719.7255006","1","2","5","4","4","4"
"1","174.9699","0","27","49626.73","1","9.175977","1754.124518","0","1","3","3","3","2"
"0","169.9378","1","44","62383.84","0","6.311363","874.5896088","2","0","2","5","3","3"
"1","240.1149","0","82","52312.84","0","7.27652","1155.524102","1","0","3","4","3","5"
"0","169.9378","0","76","32125.5","0","3.226415","510.6595626","2","0","4","3","6","4"
"0","182.447","1","73","50730.53","0","2.980706","422.3998081","0","0","5","3","6","5"
"1","182.4653","0","69","24641.27","0","6.783568","1001.378182","0","0","3","3","3","3"
"0","174.9581","0","24","29303.95","0","5.648594","1564.304827","2","0","3","5","2","1"
"1","197.484","0","83","12711.69","1","6.184958","1468.274084","0","1","4","4","3","4"
"1","162.4676","0","36","28799.35","1","23.40043","2772.321832","3","1","2","4","4","3"
"0","137.4836","1","39","100585.1","1","4.109741","1027.507457","0","0","3","3","4","3"
"1","200.1185","0","53","68697.59","0","3.479316","1254.551808","2","0","4","4","3","4"
"1","255.1665","0","75","24385.38","1","1.743805","847.0257353","1","0","2","3","3","3"
"1","265.147","1","41","77706.42","1","23.38469","2559.878176","0","0","3","4","4","4"
"0","240.1149","0","61","26393.26","0","16.19111","1954.817992","0","1","3","3","4","4"
"1","204.9797","0","45","26053.32","1","14.10279","1570.913875","1","1","4","4","5","5"
"0","132.4798","1","82","28423.59","1","5.102617","1109.204756","2","1","3","4","4","2"
"0","169.9378","1","87","3168.14","0","4.61822","567.9194367","0","1","3","3","3","4"
"1","200.1465","1","54","36821.9","0","1.474087","791.2910428","1","1","3","5","3","3"
"1","164.9785","0","20","2246.27","1","7.874401","1895.230077","1","0","4","4","3","3"
"1","137.4836","1","49","46328.01","1","2.885895","867.4854039","1","0","4","3","5","3"
"1","207.6094","1","53","35207","0","19.48432","2070.311565","0","0","5","2","3","3"
"0","119.9568","1","75","47915.97","0","1.203982","696.77888","0","0","2","4","3","4"
"1","267.6427","0","57","11121.39","1","4.073125","1571.964276","1","0","3","4","4","3"
"0","124.9781","0","67","39149.61","1","4.784022","499.2698644","1","0","5","1","2","2"
"0","139.965","1","68","12114.71","1","11.66425","1581.415147","1","1","6","2","4","5"
"1","235.1417","1","85","107570.9","0","1.063338","990.2063632","1","0","3","5","3","3"
"1","184.9496","0","50","25598.66","0","1.070145","909.8932554","0","0","1","4","3","3"
"1","240.1149","1","41","25223.93","0","9.664222","1368.692393","0","2","3","4","4","3"
"1","184.9496","1","60","31574.68","0","3.921335","1186.812133","1","2","2","5","4","4"
"1","164.967","1","89","33406.38","1","8.925564","1391.823736","1","0","3","3","4","6"
"0","149.9915","1","80","12155.81","1","7.610924","775.1851628","4","1","4","4","4","4"
"1","149.9598","1","60","25939.02","0","11.59641","1209.433597","1","0","4","3","3","5"
"1","194.9663","1","72","18774.29","1","5.540815","1201.716157","0","0","3","3","4","3"
"0","174.9919","0","23","55241.85","1","5.527407","974.4325376","1","0","3","5","3","3"
"0","165.0113","1","40","24810.37","1","14.93552","1670.49598","2","0","2","5","3","2"
"0","149.9621","0","30","39034.91","1","2.106961","561.8079362","3","1","4","4","3","3"
"1","174.991","1","24","38136.49","0","8.11277","1186.8504","0","0","4","4","4","3"
"0","149.9778","1","30","31817.36","0","1.923729","577.0059283","0","0","4","4","3","4"
"0","95.00571","1","21","5853.02","0","3.542704","645.1788133","1","1","2","5","3","4"
"1","204.9634","1","76","48206.11","1","4.192662","700.7755614","0","0","5","3","4","4"
"1","232.6228","1","56","54715.58","0","16.61624","2025.44891","0","1","2","5","5","4"
"1","174.991","1","33","41130.54","0","14.91353","1806.936325","1","0","4","3","4","3"
"0","130.0064","0","25","12588.75","1","5.129202","992.4933978","1","1","4","5","4","4"
"0","152.466","1","83","10048.03","0","3.817742","506.3292263","2","1","2","5","3","4"
"0","179.9476","1","34","37252.55","0","14.48515","1528.122932","3","0","3","3","3","4"
"1","287.6427","1","39","8330.58","1","19.39623","2425.973996","3","2","3","2","5","5"
"1","179.9794","0","80","60909.21","1","3.367927","722.0495418","2","0","4","4","3","2"
"1","114.9838","1","41","12021.28","0","9.031197","1109.677542","1","1","4","3","4","3"
"1","129.9915","1","62","55801.79","1","10.77389","1537.645961","4","0","4","3","3","3"
"0","179.9476","1","57","36057.73","0","8.526865","902.9358857","1","1","3","3","4","4"
"1","242.6281","0","69","86274.26","1","3.761516","924.9657013","0","0","4","3","4","4"
"1","174.9699","0","26","33554.09","1","10.1408","1774.889088","1","0","3","2","4","4"
"0","179.9476","0","59","31150.04","0","13.33556","1372.679029","3","1","3","4","2","4"
"0","127.475","0","83","56532.82","0","14.61254","1330.997032","1","0","4","3","3","3"
"1","184.961","1","54","47991.88","0","4.098818","1132.634807","2","0","2","5","2","2"
"0","162.4653","1","49","21152.89","0","10.99657","1620.224811","2","0","5","3","5","5"
"0","137.4978","0","43","50673.99","0","8.361438","1057.86587","0","0","2","4","4","5"
"1","182.4653","0","40","16320.7","0","5.058557","831.9762364","0","1","5","3","4","4"
"0","149.9621","0","56","16374.21","1","4.816947","760.1831445","1","0","4","4","4","4"
"0","165.0182","1","82","17778.12","1","6.470869","884.0960804","2","0","5","3","2","3"
"0","147.4738","1","75","9479.49","1","9.079335","959.8322448","1","0","3","3","4","2"
"1","184.9496","1","22","86019.75","0","3.984772","1193.459499","1","0","2","5","3","5"
"0","169.9447","0","52","8122.26","0","17.13675","1707.991573","4","0","2","3","2","2"
"1","172.4404","1","19","19211.13","0","1.741247","1015.142572","2","1","4","4","3","3"
"1","162.4653","1","55","29711.39","0","2.011058","956.6535443","0","0","5","3","4","4"
"1","162.4608","0","77","9954.05","1","12.48694","1795.593522","2","0","3","2","3","3"
"0","232.6415","0","56","258900.7","1","8.870031","1296.501758","1","1","5","3","3","5"
"1","179.9656","0","25","105969.1","0","4.082591","787.75587","1","1","3","3","3","2"
"1","200.1323","1","46","25227.46","1","18.9981","2521.277564","1","0","4","3","3","3"
"1","214.9525","1","80","60866.81","0","9.022068","997.2010554","0","0","5","3","3","4"
"0","159.9794","1","70","70716.07","1","13.99745","1741.511236","0","0","3","4","2","3"
"0","127.525","0","71","115681.5","1","1.14019","396.3110471","1","0","4","6","4","4"
"1","235.1591","1","59","41302.92","1","6.322807","1198.455198","0","0","3","3","3","4"
"0","149.9621","1","76","15610.48","1","23.81965","2389.304765","1","0","3","5","4","4"
"1","104.9629","1","70","6119.53","0","1.31809","295.3935883","3","1","4","1","4","5"
"0","115.0021","1","32","56607.8","0","20.52789","1945.332394","3","0","4","4","3","3"
"0","92.45514","0","22","122756.3","0","14.86128","2108.712631","2","0","5","2","4","4"
"0","114.9658","0","36","66737.35","0","16.53241","1638.079725","0","0","3","2","5","3"
"1","222.6326","1","65","63033.65","0","3.402225","1243.099192","2","1","3","4","2","3"
"0","139.9568","1","88","9683.56","0","3.160399","400.9668713","3","0","5","4","4","4"
"1","187.6422","1","27","70424.63","0","9.658761","1324.009256","0","0","3","4","4","2"
"0","127.5067","0","19","39526.95","1","10.40415","1277.028074","1","0","2","6","3","3"
"1","159.9476","1","83","31355.16","0","13.92306","1704.12272","1","1","4","4","4","4"
"0","172.4441","0","70","22552.58","0","3.381603","671.4099396","3","0","2","3","4","4"
"1","217.4725","1","27","67600.28","1","7.218929","1144.50246","2","1","2","3","3","2"
"1","139.9861","1","48","53516.91","0","7.244015","1000.235232","0","3","5","3","5","3"
"1","240.1149","0","33","90633.74","0","4.072959","1084.469104","1","0","3","4","3","3"
"1","182.4653","0","27","47989.95","0","15.98922","1770.233657","0","2","3","3","3","4"
"1","207.6094","1","23","4308.47","0","2.337769","763.7190374","1","1","3","5","2","2"
"0","222.6281","1","69","13386.4","1","28.31929","3365.186813","0","0","4","1","4","4"
"1","182.4433","1","37","23757.46","0","7.816831","1479.383716","0","0","4","3","5","4"
"0","219.9902","0","74","29311.58","1","16.74543","1893.24474","1","2","4","3","5","5"
"0","157.4698","0","86","70250.39","0","5.321365","502.9172945","2","0","3","3","4","4"
"1","242.6143","1","43","23638.05","0","5.493065","1178.136437","1","0","4","3","6","4"
"1","212.6415","1","26","84681.03","1","3.606976","1330.057877","0","1","3","5","5","3"
"0","142.4855","1","23","2716.95","0","24.09793","2427.967505","0","0","4","2","4","4"
"0","137.4872","1","87","32855.22","1","11.32392","922.3842497","2","0","5","2","5","4"
"0","144.9607","0","61","84478.95","0","8.06514","866.9483546","0","0","3","4","3","2"
"0","114.9658","0","33","13106.6","0","3.30098","594.5452132","1","0","4","4","4","3"
"0","124.9607","1","21","51814.85","0","9.468306","1351.920539","0","1","3","2","5","5"
"1","174.9882","1","46","76134.13","1","1.52349","1031.356925","0","2","4","3","3","4"
"0","149.9845","1","51","54290.34","1","10.15451","1224.72764","1","0","2","5","2","3"
"1","265.147","0","85","58516.37","1","6.418936","1103.319343","2","0","5","2","5","4"
"0","182.4538","0","79","45122.17","0","8.052952","910.2691862","2","1","5","4","4","4"
"1","182.49","0","35","34110.17","1","9.688409","1331.662313","0","1","4","3","4","5"
"0","175.0062","0","56","14725.39","1","22.05456","2701.761153","2","2","3","3","3","4"
"0","159.9349","1","65","37261.82","0","4.164919","577.4706172","3","2","3","5","3","4"
"0","220.1185","1","73","44060.25","0","7.518447","1059.388627","3","1","3","4","5","4"
"1","200.1185","0","35","17995.63","0","6.602711","1569.491526","0","1","4","2","5","4"
"1","242.6106","1","35","72462.36","0","19.56071","2715.021658","0","0","3","4","2","3"
"0","142.5007","1","31","6827.15","1","5.458881","1238.891522","0","2","4","3","2","4"
"1","235.1884","0","50","37146.88","1","18.601","2291.446991","1","1","3","3","3","3"
"1","137.4392","0","45","41973.28","0","19.48354","1943.635982","0","0","1","5","3","3"
"0","169.9378","0","54","17429.01","0","9.274687","1170.725967","5","1","3","3","3","3"
"0","184.9853","0","37","13722.37","1","8.172776","1275.385401","0","2","3","4","3","3"
"1","119.9897","0","81","28181.92","0","14.55246","1439.519609","1","0","1","5","2","2"
"1","164.9889","0","74","11222.72","1","9.517804","1104.302871","1","1","4","3","2","4"
"0","137.5165","0","24","21966.39","1","1.649887","490.5057336","0","2","3","5","3","4"
"0","182.4608","0","25","49718.59","1","25.46342","2585.068343","2","2","4","4","3","4"
"0","174.9755","1","55","29622.06","1","12.69881","1469.854845","0","2","2","4","3","3"
"1","187.6094","1","62","37251.6","0","2.865504","1123.372604","2","0","4","3","4","3"
"0","127.4421","1","89","61571.39","0","4.661936","946.0176525","0","1","6","2","5","5"
"1","187.6094","0","77","10744.48","0","20.10599","2595.464531","0","1","2","3","3","4"
"1","152.4555","0","77","33654.79","0","7.633263","1357.166073","1","0","1","4","2","3"
"0","127.4586","0","57","38396","0","19.9534","2098.351216","0","0","3","4","3","4"
"1","277.6513","0","50","13226.92","1","2.141515","1094.028517","2","0","5","4","3","3"
"0","134.9801","0","35","46770.27","0","7.294292","983.0214047","0","1","4","4","3","4"
"0","137.4698","1","64","54315.92","0","14.69884","1705.410653","1","0","5","3","3","3"
"1","255.1555","1","79","31063.83","1","3.260154","887.9936218","0","0","3","4","3","4"
"0","149.9778","1","87","13470.92","0","15.05177","1281.098493","2","0","4","3","4","5"
"0","257.6513","1","57","114390.3","1","9.564915","1984.206498","1","0","5","2","5","3"
"1","147.4713","1","65","94296.35","0","3.23817","443.3624779","1","0","3","3","3","3"
"1","159.965","0","38","66409.47","1","1.865935","514.9287886","0","0","3","3","4","5"
"0","107.4958","0","52","82955.59","1","15.10612","2006.056116","2","0","4","2","4","4"
"0","147.4738","1","83","41557.24","1","11.12611","978.1726612","3","0","3","5","3","4"
"1","235.1417","0","42","15762.73","0","14.40375","2394.464952","0","0","2","5","4","5"
"0","112.4551","0","76","54883","0","9.121337","770.7911152","0","1","5","4","3","4"
"1","232.652","1","27","39224.01","0","1.11588","891.6297776","1","0","4","4","3","3"
"0","127.4887","1","37","88324.05","1","5.126165","703.0576657","1","0","4","4","4","4"
"0","199.9902","1","81","46472.71","1","13.61148","2072.299479","1","0","3","2","4","4"
"0","127.5112","0","45","114051.7","0","21.72968","2087.790899","0","1","5","4","4","3"
"1","230.1051","1","74","47866.24","0","7.283667","1064.970201","0","0","4","3","3","3"
"1","162.4608","1","37","47862.33","1","5.560793","1246.154559","1","0","2","4","4","5"
"0","79.97886","0","54","23513.12","0","6.246694","638.1637463","1","1","4","2","5","5"
"0","207.4974","1","24","2781.14","1","5.682535","942.7449518","0","1","2","3","3","2"
"1","252.6378","0","20","10325.85","1","4.51753","1187.095148","1","2","3","3","5","4"
"0","159.965","1","40","58142.74","1","4.723073","660.1932315","2","0","4","3","6","5"
"1","184.9785","0","72","26965.24","1","3.656765","780.9545758","3","0","4","2","3","4"
"1","210.127","1","79","22380.45","0","1.946824","654.0700617","2","1","3","4","4","4"
"0","160.0122","1","85","37525.01","1","5.111561","678.2091311","3","0","5","3","5","4"
"0","149.9621","1","72","12845.65","1","12.70316","1337.6353","0","0","5","4","4","5"
"0","139.965","1","48","54174.87","1","1.347728","767.0616095","2","0","4","2","5","4"
"0","162.4833","0","33","38877.66","0","13.19063","2119.656047","0","0","3","4","3","2"
"0","139.9875","0","22","96925.17","0","21.42226","2520.720283","2","0","3","1","3","4"
"0","150.007","0","23","130732.2","0","6.186286","1165.027263","0","0","4","3","4","4"
"1","129.995","1","71","65207.61","1","3.922369","564.188439","2","0","3","3","2","2"
"1","230.1051","1","78","65564.74","0","13.21733","1599.616413","0","1","4","3","4","2"
"0","149.9621","1","43","40034.32","1","9.938448","1390.888939","0","2","5","2","4","4"
