Churn,Gender,Age,StreamingMovies,MonthlyCharge,Tenure,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Item1,Item2
0,0.0,38,1,127.4421,4.18206,6.220807,15,1,0,3,2
1,1.0,79,0,129.9778,5.260996,16.97213,10,2,1,3,4
0,1.0,34,0,149.9447,4.480346,5.548308,7,2,0,3,4
0,0.0,61,0,142.4526,8.652909,9.16108,9,0,1,4,4
1,0.0,71,1,232.624,10.65198,12.41991,10,0,0,2,2
1,0.0,89,1,242.6435,7.957264,3.719308,11,4,0,3,2
0,1.0,74,0,112.4551,15.4522,7.997377,16,1,1,4,4
1,1.0,39,0,172.4871,18.07558,10.21531,14,0,0,4,3
0,0.0,84,0,144.9607,21.55836,11.2842,14,2,0,2,2
0,0.0,57,1,192.4567,14.0669,7.210462,13,0,0,5,5
1,1.0,64,1,159.9942,14.54834,10.9305,17,2,0,4,3
0,1.0,43,1,137.4616,8.592449,8.080637,5,4,1,4,4
0,0.0,76,0,92.45514,19.84947,11.97204,13,2,0,3,3
1,1.0,53,1,257.6549,4.83427,9.419642,17,0,1,2,2
1,0.0,75,1,225.1457,3.11391,10.9973,12,1,0,2,2
0,1.0,30,1,197.6288,22.05688,5.475599,11,2,0,4,4
0,0.0,78,0,184.9496,10.35346,12.82092,6,1,0,3,3
0,1.0,22,0,149.9778,6.506483,10.46818,12,0,0,6,4
0,1.0,32,0,162.4538,17.95045,9.044706,13,1,0,4,3
1,0.0,78,1,174.9699,6.214398,6.946114,11,1,1,5,4
1,0.0,56,0,184.9715,14.66847,14.23119,9,0,0,2,3
1,1.0,79,1,182.447,5.628186,8.989878,6,2,0,1,2
0,1.0,68,0,149.9447,10.5771,14.288,11,3,0,2,2
1,1.0,58,1,197.5169,11.42464,7.601803,12,3,0,4,3
1,1.0,48,0,157.4836,3.367303,9.780193,7,4,0,3,2
1,1.0,70,0,102.4746,3.071976,9.55673,12,2,1,2,3
0,0.0,67,0,117.472,3.246478,5.391776,9,0,0,4,5
1,1.0,24,1,187.656,5.798779,8.073426,8,1,0,3,3
0,1.0,44,0,127.4601,13.23966,8.54284,12,1,0,5,6
1,1.0,51,1,129.9598,18.44435,8.357842,5,1,1,2,2
0,1.0,54,0,152.466,2.941261,12.09121,7,1,0,3,3
0,0.0,24,1,162.4608,21.07565,3.919237,13,2,1,2,2
0,1.0,39,0,112.4844,12.09048,13.85985,13,0,0,2,2
1,1.0,75,1,237.6549,11.76248,10.95217,7,2,0,3,4
1,1.0,70,0,167.4564,2.691911,19.26111,8,0,0,4,4
1,1.0,36,1,232.6415,6.999666,5.676999,13,2,0,5,4
0,1.0,47,0,179.9794,3.896108,8.266471,12,0,0,3,3
1,0.0,71,1,257.6513,6.564797,7.998222,8,2,0,4,3
1,0.0,51,1,159.9476,13.72738,10.03556,8,4,0,3,2
1,1.0,85,0,172.4733,2.804449,15.41425,12,2,1,3,4
0,0.0,79,0,169.9447,14.41688,13.71415,16,1,1,3,3
1,1.0,69,1,194.9525,6.186874,7.933312,17,0,0,5,5
1,0.0,32,1,232.624,8.380626,16.32484,15,1,0,3,3
0,1.0,32,0,117.4858,11.88328,9.566358,10,0,1,3,3
0,1.0,65,0,162.4538,4.899337,12.95024,15,2,1,4,4
0,0.0,20,0,169.9447,8.574964,15.41725,15,1,0,3,3
1,1.0,70,1,255.1198,31.79027,13.7572,9,2,1,4,3
1,0.0,44,1,137.4616,7.84461,13.08416,14,1,0,3,3
1,1.0,19,1,262.6106,14.31807,9.424779,8,0,0,5,4
0,1.0,21,0,172.4441,21.43457,9.838314,13,0,0,4,3
0,1.0,74,1,197.4876,4.439464,10.53808,11,0,0,5,6
0,1.0,66,0,159.9642,3.147832,6.776805,9,0,1,4,4
1,1.0,31,0,149.9776,10.83268,7.150882,10,0,1,4,3
1,0.0,18,1,177.6508,7.812114,7.604163,13,1,0,3,4
0,0.0,37,0,184.9496,9.042296,8.259761,13,1,0,3,4
1,1.0,35,0,127.4586,8.850759,7.37357,16,0,1,6,5
0,1.0,78,0,172.4624,5.933094,9.542495,12,3,2,3,3
0,0.0,61,0,139.9568,23.08203,9.040251,9,4,0,3,3
0,1.0,57,0,114.9509,13.45113,9.654898,14,1,3,3,3
0,0.0,74,0,79.97886,3.080084,9.909877,10,1,1,6,6
0,0.0,19,1,232.6415,14.41788,8.642754,8,2,1,5,5
0,1.0,53,0,184.967,6.2061,11.03946,15,1,1,3,3
1,1.0,69,1,174.9744,17.38432,10.17393,15,1,1,2,2
1,0.0,38,1,202.65,4.490588,10.27072,11,1,1,5,4
0,0.0,74,1,200.1323,2.893617,7.279879,10,1,2,2,3
0,0.0,66,0,144.9607,7.634806,9.282026,13,2,0,5,5
0,1.0,87,0,104.9643,3.794574,8.164724,9,2,1,3,3
0,1.0,55,1,182.4608,6.905799,7.121114,15,0,0,4,5
0,1.0,25,0,114.9509,21.26763,13.79996,11,3,0,4,4
0,1.0,20,0,144.9607,2.507107,9.700117,10,1,1,3,2
0,1.0,82,0,174.9755,7.721518,7.601603,9,0,0,4,4
0,1.0,89,0,159.9349,2.886437,6.890953,11,0,0,4,4
0,0.0,39,1,169.9671,10.35845,15.31615,15,0,1,4,5
1,1.0,48,0,129.9483,8.093081,9.224349,14,0,0,3,4
0,0.0,24,0,79.97886,12.1891,11.76153,14,1,0,3,3
0,1.0,40,0,160.0013,11.3031,4.386127,17,1,2,3,3
0,0.0,21,1,149.9378,7.445235,8.158876,11,0,0,4,3
0,1.0,59,0,182.4676,1.877939,12.73982,8,1,1,4,5
0,1.0,58,0,187.4847,2.347884,8.421514,10,0,0,3,5
1,0.0,33,0,92.45514,24.69325,10.12355,9,0,1,4,4
1,1.0,35,0,139.9349,4.768185,9.020485,15,1,0,4,3
1,1.0,24,0,144.9889,8.824037,6.649137,13,1,0,3,3
1,0.0,79,0,184.9715,7.364002,11.78479,16,0,0,5,4
1,1.0,40,1,159.9942,16.58054,14.61938,4,1,0,3,2
0,0.0,75,0,159.9875,1.921112,7.425681,13,0,0,5,4
0,0.0,73,1,159.9942,11.72692,6.262471,11,0,0,4,3
1,1.0,21,1,214.9663,2.987316,5.236974,15,0,0,2,3
1,0.0,75,1,240.1149,12.04581,6.454722,10,0,0,4,3
1,0.0,68,0,149.9913,1.574932,15.10522,12,0,1,5,6
0,0.0,59,0,172.4441,1.76975,14.39916,15,0,0,4,3
1,1.0,52,0,150.007,9.613541,12.64257,15,0,0,4,3
0,0.0,20,1,127.4421,12.22703,9.12824,11,1,0,4,4
0,0.0,86,1,194.9882,9.517342,16.83197,11,3,0,5,4
0,1.0,27,0,124.9643,2.611838,10.52558,9,0,0,5,5
0,0.0,67,0,137.4836,3.27379,9.19204,10,1,1,4,5
1,1.0,37,1,222.6143,13.55138,10.12336,11,1,1,2,2
0,1.0,41,0,79.97886,10.14235,6.574956,9,0,0,4,3
0,1.0,29,1,192.4705,17.74303,10.96282,14,0,0,3,3
1,0.0,31,1,220.1149,10.52104,6.696491,13,0,2,4,4
1,0.0,57,0,124.9781,2.241794,10.39479,12,0,1,4,5
1,0.0,55,0,199.9902,8.828042,5.565705,11,2,0,4,3
0,1.0,36,1,179.9476,15.46234,13.7442,9,1,0,2,1
0,0.0,77,0,117.4686,6.974284,5.93514,12,3,0,3,3
0,0.0,85,0,124.9781,19.6447,5.436159,13,2,0,3,4
1,0.0,40,1,130.0064,12.67469,8.865855,14,2,0,2,3
1,1.0,54,0,159.9349,5.924783,10.64116,12,1,0,2,3
1,0.0,77,1,187.6094,12.65954,6.482152,11,1,0,2,2
1,1.0,34,1,220.1323,4.254025,8.222102,14,1,0,5,4
1,1.0,21,1,207.4754,12.4341,12.60968,15,2,1,2,2
0,1.0,32,0,165.0182,10.97775,11.25462,12,2,0,4,4
0,1.0,80,0,104.9923,13.16047,10.52956,15,1,0,4,3
1,0.0,49,0,194.9581,3.171487,9.208445,14,0,0,3,3
1,0.0,33,1,117.4835,1.817421,9.649235,11,1,0,4,3
0,1.0,65,0,152.466,7.813168,5.587786,6,0,1,4,4
1,1.0,45,1,230.1344,11.61194,9.242393,10,1,0,3,3
1,1.0,25,0,124.9607,20.91805,9.736531,13,1,0,4,4
1,0.0,29,1,255.1336,7.502506,11.89732,17,2,1,4,5
0,0.0,25,0,159.9349,13.21297,8.671284,14,0,1,5,4
1,0.0,80,1,245.1283,15.61752,7.581507,12,2,0,3,5
0,0.0,76,1,147.4421,9.74066,9.492721,13,1,0,4,3
1,1.0,40,1,207.6094,7.276075,12.56211,13,2,0,2,3
0,1.0,36,1,190.1737,7.965702,6.706765,10,1,2,4,5
1,0.0,87,0,172.4733,2.605757,13.78311,13,0,2,3,2
1,1.0,21,1,159.9476,8.542338,11.11437,12,0,0,4,3
0,0.0,29,0,79.97886,10.13859,13.2393,9,0,2,3,3
1,0.0,77,1,220.1478,5.464636,9.343359,5,0,0,4,5
1,1.0,62,1,242.6281,1.712499,13.1717,5,0,2,4,5
1,0.0,38,1,179.9476,8.512387,11.08933,11,0,0,4,3
1,0.0,41,1,207.6094,8.747794,8.698426,13,2,1,3,3
1,1.0,23,1,182.4608,7.019257,12.69049,13,2,0,4,3
1,0.0,76,1,192.4705,13.69077,12.84627,9,3,0,4,3
0,0.0,69,0,139.9875,4.208515,8.081871,12,1,0,4,4
0,1.0,37,0,184.9496,18.34508,11.2072,9,1,0,5,4
0,0.0,47,0,117.4392,8.873645,14.20931,18,0,0,3,4
0,0.0,86,0,127.4738,5.188006,12.13152,11,1,0,4,4
0,0.0,80,0,162.4538,10.76731,3.609651,13,1,0,3,2
0,0.0,51,1,130.0064,2.284566,10.87695,13,0,0,3,3
1,0.0,25,0,172.4624,6.360959,16.64511,17,2,0,2,4
1,1.0,84,0,129.995,4.946157,14.09036,12,1,2,3,2
1,1.0,47,1,179.9476,18.98342,12.52841,12,0,1,2,3
0,1.0,33,1,200.1185,14.07058,10.82392,10,4,0,5,5
1,1.0,47,1,197.6288,10.99037,8.486542,17,0,0,1,2
0,1.0,75,0,159.9656,5.833919,8.38306,11,0,0,4,5
0,0.0,55,0,104.9629,3.063806,13.57109,15,1,0,4,3
0,0.0,36,0,167.4564,10.61246,9.928535,12,2,1,3,2
0,1.0,46,1,172.4567,3.878332,3.445762,17,6,1,2,4
1,0.0,57,1,235.1372,7.600934,7.829908,14,1,2,3,3
0,0.0,75,0,114.9728,14.28503,8.955689,16,2,0,4,3
1,1.0,50,1,270.1604,7.821554,8.530991,12,0,1,4,4
1,0.0,34,1,235.1591,4.533178,9.803773,9,0,0,3,4
1,1.0,38,1,252.6378,5.429608,8.141997,16,3,2,4,5
0,0.0,64,0,160.0122,9.914638,9.164022,14,3,0,3,4
1,1.0,21,1,242.6106,6.588658,7.277557,12,2,0,4,5
0,0.0,31,0,104.9923,1.556238,3.942126,10,0,0,4,2
1,1.0,26,1,230.1344,7.820202,15.67211,12,0,0,2,4
0,0.0,27,0,79.97886,2.292165,13.32082,12,1,0,4,4
1,1.0,54,1,267.6647,10.06351,9.976411,14,0,0,3,3
1,1.0,77,1,230.1344,4.527148,9.531917,16,1,0,1,1
0,0.0,73,1,152.4555,11.5917,6.783472,9,0,3,2,3
0,1.0,77,1,149.9707,11.89464,4.170516,9,1,1,4,3
0,0.0,77,1,159.9942,14.0795,10.29131,15,1,1,3,3
0,0.0,63,0,164.9853,3.422801,14.8463,9,0,1,3,3
0,0.0,35,0,134.9509,6.264945,8.331754,12,0,0,5,5
1,1.0,63,1,190.127,8.675197,9.524691,7,4,0,5,5
0,0.0,55,0,164.9889,14.58336,10.12439,12,2,0,4,3
0,0.0,41,0,94.97283,2.856149,6.112396,11,1,0,2,2
0,0.0,77,0,124.9643,8.390283,8.990971,14,0,0,6,6
0,1.0,78,0,124.9643,16.64412,15.59122,11,2,3,3,3
1,1.0,39,1,242.6143,4.46492,9.95519,14,0,0,4,3
1,1.0,51,0,159.9349,4.16861,0.826998,8,0,0,5,4
1,1.0,22,1,255.1555,12.62182,11.91957,13,1,0,6,6
1,1.0,30,1,222.65,16.37611,9.767413,14,1,0,6,6
1,0.0,32,1,277.6513,4.581601,10.19732,12,0,0,2,3
0,1.0,74,1,149.9598,12.14985,7.690174,14,0,1,3,4
1,1.0,29,1,225.1457,11.739,4.460194,10,2,1,3,2
1,0.0,77,1,235.1417,7.819376,4.443747,11,1,0,4,5
1,0.0,72,1,217.484,12.53901,8.884019,16,1,0,2,2
1,0.0,32,0,184.9853,7.766899,17.05296,12,2,0,4,4
0,0.0,37,0,167.4564,4.219362,12.94718,13,0,1,4,4
0,0.0,24,0,167.4564,18.75702,9.946647,12,2,1,3,2
0,0.0,31,0,104.9781,9.875391,11.5963,11,2,0,4,3
0,0.0,86,1,187.4974,2.323179,13.23552,12,1,1,3,4
1,1.0,70,0,172.4885,10.48384,13.28373,14,0,0,2,3
1,1.0,65,1,204.9797,6.027061,9.902107,12,2,0,3,3
0,0.0,67,1,162.4689,18.84228,9.876501,10,1,0,3,3
0,1.0,58,0,154.9618,7.895618,8.927855,11,2,1,3,4
0,1.0,71,1,182.447,15.37459,11.69477,15,0,1,2,5
0,0.0,57,0,114.9728,9.260977,10.64089,8,1,0,4,4
1,1.0,82,1,194.9744,12.13697,13.78681,11,2,0,4,3
0,0.0,52,0,172.4624,5.793869,7.998634,7,1,0,3,5
1,1.0,34,1,182.4608,2.246214,8.532065,13,0,0,4,5
1,1.0,56,1,242.6281,1.999262,9.278282,16,2,0,3,3
0,1.0,66,1,217.484,4.685087,10.05819,13,1,0,4,3
0,0.0,85,1,207.4974,15.75222,8.783005,10,0,0,5,4
0,1.0,53,0,124.9781,2.680333,9.308357,10,0,0,4,4
1,1.0,64,1,172.4705,9.283599,13.1051,13,1,1,6,5
1,0.0,38,0,152.4624,5.70629,10.48815,13,2,0,4,3
0,1.0,83,0,132.466,12.79286,13.18243,7,3,0,3,3
0,1.0,35,0,197.4945,12.2982,10.21228,8,0,2,4,4
1,0.0,45,0,104.9629,3.665202,9.311431,13,0,0,2,2
0,0.0,44,1,182.447,5.971951,7.762996,16,2,1,3,2
1,0.0,28,1,240.1149,5.364231,10.08354,10,0,0,5,4
0,1.0,23,0,152.4441,14.86565,12.18052,16,1,2,5,5
1,1.0,55,0,159.983,10.10287,11.71123,15,2,0,4,4
1,0.0,20,1,242.6106,10.15649,12.63747,16,0,0,5,4
1,1.0,28,0,182.4833,8.031947,5.896488,9,0,1,3,1
0,0.0,46,0,112.4551,4.864814,14.47576,13,1,1,4,3
1,0.0,52,1,175.0211,17.06338,10.98971,8,1,1,4,5
1,1.0,48,1,222.6281,6.723311,7.21113,19,1,0,5,5
0,1.0,26,0,92.48802,9.712168,9.925225,14,2,0,2,3
1,1.0,52,0,179.9794,4.731685,9.927361,14,0,0,3,3
0,0.0,54,1,130.0064,3.407577,8.385577,14,1,2,4,4
1,1.0,55,1,257.6375,9.986348,11.65736,13,1,0,1,2
1,1.0,68,1,190.127,9.651306,9.877495,13,1,0,4,4
0,0.0,44,0,120.0049,1.726448,11.71311,10,0,2,5,4
0,0.0,40,0,124.9935,11.51671,9.161002,15,0,0,3,3
0,0.0,87,0,179.9656,17.88722,12.1183,12,0,1,4,3
1,0.0,56,1,230.1344,13.85859,13.3593,13,0,1,3,3
0,1.0,58,0,129.9915,23.59578,5.645543,12,0,0,1,1
0,1.0,60,0,137.4872,4.115815,6.549501,19,0,1,3,3
0,0.0,29,0,134.9509,7.751707,2.542536,14,1,0,3,4
0,0.0,45,0,107.482,10.277,8.920833,12,2,0,3,2
1,1.0,51,1,220.1615,13.89557,8.974674,14,1,0,4,3
1,1.0,83,0,144.9607,5.792269,12.22514,15,0,0,7,6
0,0.0,24,0,152.4441,11.89052,10.66071,18,3,0,5,4
1,0.0,44,1,207.6094,6.971587,10.30722,9,1,0,3,4
1,0.0,47,1,182.4433,17.30262,7.024602,9,1,1,3,3
1,0.0,25,1,207.4754,15.13225,13.35296,13,2,2,3,4
0,1.0,47,0,114.9509,11.42868,7.001953,6,0,0,4,3
1,0.0,77,1,217.4702,5.192447,8.711448,17,2,1,3,3
0,0.0,76,1,207.6094,17.1248,13.15317,13,2,0,3,4
1,0.0,37,1,207.6094,3.199579,10.61878,15,0,0,2,1
0,0.0,40,0,149.9621,9.630403,17.81328,18,0,0,3,2
1,0.0,22,1,184.9785,5.73926,13.17154,12,1,0,5,4
0,0.0,55,1,192.4705,5.506063,4.865293,16,1,0,4,4
1,1.0,55,0,184.9715,10.89731,8.306336,14,2,0,5,4
0,0.0,80,0,134.9509,3.770144,12.74248,10,2,0,4,4
0,1.0,43,0,152.509,9.312734,10.40439,9,1,1,3,3
1,1.0,23,1,220.1185,4.370713,12.10227,17,1,1,2,3
1,0.0,68,1,252.6378,2.006646,12.2246,16,0,1,2,2
1,1.0,54,1,187.6094,10.62816,13.08518,12,1,0,5,3
0,0.0,22,0,95.01949,6.033703,9.399999,10,0,0,4,4
0,0.0,77,0,92.48802,7.660409,5.378491,11,1,0,6,6
0,1.0,58,1,130.0064,12.28997,8.308287,8,0,1,4,4
1,0.0,31,0,150.0208,7.354812,11.05412,18,0,1,5,3
1,0.0,18,0,204.9496,3.872474,8.536876,10,1,0,5,5
0,1.0,89,0,139.983,4.043292,13.51705,19,2,0,4,4
1,0.0,47,1,149.9378,3.309503,6.921287,15,1,2,1,2
1,1.0,70,1,242.6106,25.68013,12.52141,12,1,0,2,2
1,1.0,51,1,194.9882,10.12764,6.530692,15,1,0,5,5
0,1.0,47,0,149.9621,18.01409,9.254731,14,0,0,5,6
0,1.0,44,0,127.4958,1.90586,11.7274,13,1,0,3,4
1,1.0,56,1,200.1185,7.329775,9.621544,8,1,1,1,2
1,1.0,41,1,159.9476,11.21881,13.36673,7,1,1,3,2
0,1.0,44,0,179.9794,13.17784,6.666431,6,1,0,4,4
0,0.0,70,0,204.9634,7.03957,7.350413,16,1,0,2,3
1,1.0,80,1,245.147,2.77885,13.80285,11,1,0,3,2
0,1.0,25,1,174.9744,12.9557,12.89791,9,0,0,2,3
1,1.0,46,1,270.1604,21.39532,8.345417,14,3,0,4,3
1,1.0,58,1,245.147,26.54684,11.43549,13,0,1,4,3
1,1.0,61,1,152.4742,7.334657,4.472985,6,0,1,3,3
0,1.0,65,0,152.5104,19.48914,7.28865,11,0,1,3,3
0,1.0,43,0,162.4538,4.546842,10.03734,14,0,1,5,5
0,1.0,56,1,194.9663,4.320048,11.21058,12,0,0,5,5
1,1.0,84,1,204.961,9.553951,6.638957,12,0,0,5,5
0,0.0,68,0,162.4676,22.01734,8.347688,12,0,0,5,5
0,0.0,33,0,162.4818,2.628926,10.93098,11,0,1,2,2
1,0.0,24,1,215.1591,7.041709,13.16758,14,1,0,4,3
0,1.0,83,0,127.5112,7.295203,12.37853,13,2,0,2,3
0,1.0,57,0,164.967,17.19189,5.067851,10,1,2,3,2
0,0.0,24,0,129.9621,7.560138,7.451031,14,1,0,5,4
0,0.0,68,1,202.4433,15.62643,8.484833,11,0,0,3,2
0,0.0,84,0,137.4686,6.142753,15.15124,14,2,2,3,3
1,1.0,48,1,172.4705,8.696148,11.52986,12,0,0,3,3
1,1.0,55,1,235.1372,21.49074,10.42719,13,0,0,3,3
0,0.0,68,1,117.4835,14.45396,8.10121,11,0,1,5,4
0,1.0,70,0,207.4811,13.21887,5.020165,10,2,0,3,5
1,0.0,68,1,214.9525,13.74701,6.246844,9,2,0,4,4
0,0.0,81,1,194.9699,19.48387,9.694195,15,0,0,5,4
1,1.0,64,1,220.1323,5.067354,12.6649,7,0,0,2,5
1,1.0,73,0,139.9875,6.386027,11.96519,13,1,1,3,4
0,0.0,27,0,159.9349,5.387209,9.379254,7,2,1,2,3
1,0.0,57,0,104.9643,3.94227,12.36111,6,0,0,3,4
1,1.0,68,1,230.1051,5.664023,11.20557,10,7,0,4,4
1,1.0,22,1,200.1323,1.329981,8.979059,9,1,1,4,5
0,1.0,34,0,114.9509,29.58658,8.885438,10,2,0,5,6
0,0.0,78,0,147.4783,7.888574,12.83525,10,1,0,4,5
0,0.0,75,0,174.9581,13.34222,12.30036,11,0,0,4,3
1,1.0,68,0,174.9768,13.63405,9.718608,12,3,0,3,3
1,1.0,79,1,154.9919,8.171806,9.777012,3,0,0,3,3
0,0.0,51,0,167.4847,25.76718,10.1175,10,1,0,4,4
1,0.0,58,1,197.4702,3.876069,10.46793,15,3,0,3,3
0,1.0,58,0,194.9768,29.71753,6.963828,11,0,0,3,3
1,0.0,89,0,184.9634,1.116305,6.995567,14,0,0,2,3
1,1.0,25,1,220.1185,1.331372,11.9576,12,1,0,4,4
0,1.0,59,0,149.9778,4.054345,7.685351,11,1,0,4,6
0,0.0,31,0,179.9656,11.99482,11.64621,13,0,1,3,2
0,0.0,20,1,169.9378,5.156634,9.210381,13,2,0,5,4
1,0.0,21,1,230.1051,1.530293,10.31007,12,1,0,2,3
1,1.0,68,1,194.9663,5.976743,7.695657,14,3,0,3,3
0,0.0,41,0,152.509,23.63005,9.216926,11,1,0,4,6
0,1.0,37,0,149.9778,6.42531,10.25645,8,0,0,3,3
0,0.0,72,0,159.9875,6.088456,17.21943,15,0,1,2,2
0,0.0,53,0,159.9875,17.93561,5.923618,16,0,1,5,4
0,1.0,45,0,179.9656,9.389007,9.942413,11,0,0,5,5
1,0.0,69,1,175.1331,15.06895,8.109012,13,0,0,2,3
0,1.0,63,0,127.525,3.305552,13.88236,16,1,1,4,3
1,1.0,19,0,207.4673,13.11297,14.58334,14,0,1,4,5
1,0.0,50,1,220.1478,7.579944,12.94733,10,3,0,4,4
1,0.0,87,1,207.4754,6.913925,13.04143,13,2,0,5,4
0,1.0,75,0,130.0244,2.429677,3.429724,6,0,0,3,4
1,0.0,46,1,220.1323,9.386672,10.35374,15,2,0,3,4
0,0.0,87,0,179.9656,9.187823,12.83596,15,0,0,5,5
1,0.0,43,1,137.4616,8.71167,7.868489,18,0,1,2,2
1,1.0,49,1,212.6415,4.820891,12.48749,12,2,1,3,3
1,1.0,80,0,124.9607,16.57839,12.59919,14,3,0,3,4
1,1.0,28,0,152.5104,2.780924,9.016916,12,1,0,5,5
0,0.0,73,0,117.472,2.924951,9.335603,13,0,0,3,4
0,0.0,36,1,147.4421,4.212653,11.26154,9,1,0,3,3
0,0.0,63,0,92.48802,9.525184,10.45539,14,1,1,2,3
0,1.0,44,0,127.4738,4.579843,5.93299,11,0,0,5,6
0,0.0,53,0,119.9568,4.096547,9.125916,12,0,0,4,4
1,1.0,83,1,240.1149,2.250238,9.733557,17,2,0,5,4
1,1.0,63,1,210.138,5.236648,7.571298,13,0,1,5,4
1,1.0,29,1,139.965,5.695207,6.583504,8,1,0,3,4
1,1.0,39,1,242.6326,6.649321,8.998128,16,2,1,4,3
0,1.0,61,0,162.4676,5.276321,15.43337,12,1,0,3,3
1,0.0,34,1,227.4754,15.1631,11.8323,9,1,0,3,3
1,0.0,48,1,192.4705,5.124495,9.399937,19,2,1,4,3
1,1.0,21,0,207.4811,5.111844,12.08935,14,2,1,4,4
1,0.0,49,0,149.9447,10.02376,8.820956,11,1,1,3,2
1,1.0,69,0,114.9509,11.61657,11.13796,14,1,2,5,5
0,0.0,69,0,117.4392,6.275924,10.8229,9,1,0,3,3
0,0.0,77,0,137.4392,10.18273,6.767293,14,0,0,4,4
0,0.0,63,0,104.9781,7.761878,11.50744,17,1,0,2,3
0,1.0,85,1,149.9598,12.9765,8.116261,11,0,0,3,3
0,1.0,32,0,194.9581,12.70321,10.25329,8,1,0,3,3
1,0.0,88,1,187.6094,6.431215,8.957051,11,1,0,3,3
0,0.0,28,0,104.9629,1.74299,14.55317,14,1,0,3,3
0,0.0,64,1,127.4887,2.825046,9.88484,12,0,0,5,5
0,1.0,86,0,142.5007,2.237136,8.412486,12,0,1,4,4
0,0.0,49,0,149.9915,15.39062,5.110608,10,0,1,4,4
1,0.0,45,0,104.9781,6.749571,4.76345,12,2,0,6,6
1,1.0,34,1,172.4705,15.33595,11.14084,11,1,2,3,4
0,1.0,36,1,162.4689,8.686291,6.332682,11,1,0,4,4
0,0.0,73,1,162.447,17.8565,9.017084,13,1,2,4,4
1,1.0,87,1,232.6415,1.112412,2.198831,16,0,1,4,3
0,1.0,55,0,162.4526,2.255314,13.928,10,2,2,4,3
1,0.0,78,0,137.4684,1.374443,8.803505,19,2,0,4,4
0,0.0,50,0,152.4624,1.40024,9.692251,12,0,0,4,5
0,0.0,77,0,107.4806,6.093746,8.202833,16,0,0,4,4
0,0.0,31,0,147.5031,3.384599,9.344839,11,0,1,3,3
1,1.0,47,1,197.4702,6.398242,7.696462,11,1,0,5,4
1,0.0,87,1,184.9797,2.223563,14.47842,14,1,0,5,4
0,0.0,85,0,182.4676,7.277274,12.26177,14,2,2,2,4
1,0.0,49,1,182.447,3.4187,12.44948,13,0,0,4,4
0,0.0,51,1,197.4876,17.58224,2.53911,11,2,0,4,4
0,1.0,35,0,144.9607,8.423652,8.293752,11,0,0,5,4
1,1.0,35,1,252.6378,6.739064,9.518609,14,2,0,4,4
1,1.0,27,1,210.127,22.744,11.64544,10,0,0,5,4
0,1.0,43,1,235.1591,6.56131,8.644175,11,0,0,3,3
1,0.0,87,0,152.4624,1.726822,4.565566,16,4,1,4,3
1,0.0,70,0,197.4725,6.495239,7.213508,12,0,2,3,4
1,0.0,78,0,125.0073,5.778279,7.889232,13,2,0,4,3
1,1.0,32,1,182.4433,8.324111,9.638076,7,0,0,3,4
0,1.0,55,0,104.9643,4.484822,10.18997,10,2,0,5,3
0,0.0,64,0,147.4738,6.994401,12.17642,16,0,1,3,4
0,1.0,57,0,142.4526,6.597117,8.318932,9,0,0,3,2
0,1.0,23,0,182.497,11.12081,13.60153,13,3,1,3,3
0,1.0,44,0,114.9509,17.55118,5.826774,8,0,1,2,4
0,0.0,34,0,127.4601,4.795038,2.36444,13,3,0,3,4
1,1.0,20,1,207.6386,4.377435,7.208078,12,2,1,4,3
1,0.0,77,1,242.6435,15.35499,8.875116,9,1,1,3,3
1,0.0,75,1,232.6228,2.696846,10.20829,13,1,2,2,3
1,0.0,24,0,169.9447,9.648973,11.58924,11,0,0,1,2
0,0.0,45,0,157.4836,20.16597,10.72033,5,1,0,4,4
1,0.0,54,0,162.4713,6.193832,7.117811,12,1,1,5,4
1,0.0,25,1,164.9785,2.553094,9.030524,11,0,0,4,4
1,0.0,23,1,220.1615,21.19755,6.040015,17,1,0,3,3
1,1.0,46,0,164.9853,20.52701,7.545931,12,0,0,4,6
1,1.0,85,1,287.6427,12.00948,11.88584,13,1,0,4,4
1,1.0,35,1,230.1051,5.516053,11.36826,10,0,0,5,4
1,0.0,34,1,247.6647,9.696166,10.01287,10,0,1,2,2
1,0.0,82,0,194.9581,6.135015,11.72484,13,0,0,4,3
1,1.0,75,1,255.1198,11.69119,9.366618,9,0,0,4,3
1,1.0,69,0,175.0062,4.301967,13.35351,10,1,0,6,6
1,0.0,70,0,144.9889,11.40635,7.980028,14,1,0,3,2
1,0.0,63,1,147.4421,5.119045,8.7759,15,3,0,4,4
0,0.0,68,1,172.4555,7.663799,16.76653,8,2,1,4,4
1,1.0,63,1,197.6288,4.614124,6.336278,14,0,0,4,4
1,0.0,55,0,157.4836,10.15306,12.74256,16,2,0,4,4
1,1.0,45,0,144.9889,4.64085,8.308668,15,0,0,4,4
0,1.0,30,0,157.4836,2.919224,11.8131,11,1,1,5,5
1,0.0,35,1,235.1591,25.07759,12.10286,9,2,0,2,4
1,0.0,32,1,187.6422,22.39748,12.16474,12,0,1,3,3
0,1.0,39,1,202.6829,5.337342,6.501013,16,0,0,4,4
1,0.0,68,1,174.9744,7.704074,11.19425,14,3,0,3,3
0,0.0,77,1,240.1149,14.13869,11.85073,11,2,1,4,4
1,1.0,87,0,172.4404,17.61732,7.978417,19,1,1,2,3
